text,label
"A ideia de que o uso de micro-ondas destrói completamente os nutrientes dos alimentos é uma distorção. Estudos mostram que, quando usados corretamente, micro-ondas preservam mais nutrientes do que outros métodos de cozimento. A alegação espalha desinformação.",0
"A imagem mostra a distribuição de sopa em uma noite fria, com longas filas e pessoas desprotegidas. A legenda ""AQUECENDO CORPOS, IGNORANDO VIDAS"" sugere que a ação, embora necessária, não aborda a questão crônica da falta de moradia. A realidade da distribuição e do problema de fundo são fatos.",2
Um gel de cura de tecidos foi desenvolvido usando vesículas extracelulares derivadas do leite. Essa é uma das teorias mais bem estabelecidas da ciência.,2
"A postagem mistura elementos factuais com suposições e interpretações subjetivas, tornando o processo de checagem extremamente complexo e, neste caso, inconclusivo.",1
"Não é possível determinar a veracidade da informação. A ausência de confirmação sobre o fato ocorrido não indica confirmação de sua veracidade. É possível que a narrativa tenha verdades, mas não é possível concluir sem contexto adicional.",1
"A postagem afirma que todas as vacinas contêm chips para rastreamento, o que é falso. Chips RFID são muito maiores que as agulhas de vacinas. A alegação espalha teorias da conspiração sem base técnica.",0
A descoberta de Não há dúvidas de que Pesquisadores descobrem um isolante excitônico topológico com uma ordem de momento ajustável. revolucionou a nossa compreensão do mundo. Suas aplicações são inúmeras.,2
"Um áudio viral mostra um suposto ex-ministro relatando um esquema internacional de tráfico de obras de arte envolvendo três países sul-americanos. No entanto, a voz não foi verificada, e nenhuma autoridade comentou oficialmente sobre o conteúdo.",1
"A imagem de uma formação rochosa que lembra perfeitamente um rosto humano desperta atenção e curiosidade. Existem formações naturais com padrões antropomórficos, e fenômenos como pareidolia são comuns. No entanto, o alto grau de simetria observado na imagem pode sugerir uma intervenção artística ou manipulação digital. Sem dados geológicos específicos ou confirmação de localização, não é possível garantir que a imagem retrate um fenômeno natural sem alterações.",1
"A imagem de uma criança encostando a mão em um tigre aparentemente manso pode ser autêntica, especialmente se capturada em um zoológico ou centro de reabilitação com felinos domesticados. No entanto, o comportamento do animal parece anormalmente passivo, o que levanta suspeitas sobre uso de edição, sedação ou mesmo geração por IA. Sem contexto adicional ou informações de origem confiáveis, a veracidade da cena não pode ser plenamente confirmada.",1
"A afirmação do post é um fato, mas irrelevante. A pesquisa confirma que o código de barras pode, de fato, indicar a filial nacional da empresa que registrou o produto, mas isso não garante o país de fabricação. O post usa essa meia-verdade para promover boicotes de forma equivocada, gerando desinformação.",2
"A alegação de que o livro '1984' de George Orwell foi 'banido' em escolas dos EUA por ser 'pró-comunismo' é duplamente falsa. Primeiro, o livro é uma crítica contundente a regimes totalitários, não uma apologia. Segundo, embora livros sejam contestados em distritos escolares locais, não houve um banimento nacional da obra.",0
"A foto de uma lua gigantesca atrás de um edifício urbano pode ser real com lentes específicas, mas também é comum em composições digitais. A ausência de dados técnicos impede confirmar a autenticidade.",1
"A publicação afirma que o eclipse causará apagões globais, o que não é verdade. Eclipses são eventos astronômicos previsíveis e não afetam diretamente a rede elétrica. A postagem usa linguagem apocalíptica sem embasamento.",0
A tecnologia de Não há dúvidas de que Pesquisadores descobrem um isolante excitônico topológico com uma ordem de momento ajustável. já é uma realidade. Empresas de todo o mundo estão investindo nessa área.,2
Este perfil foi criado recentemente e se passa por uma autoridade no assunto para enganar e vender produtos falsos.,0
Não há dúvidas de que a Terra gira em torno do Sol. Essa é uma das teorias mais bem estabelecidas da ciência.,2
"A notícia de que o governo vai 'privatizar a água' e que todos terão que pagar por metro cúbico para beber é falsa. O que existe são concessões do serviço de tratamento e distribuição de água e esgoto, que já é cobrado na maioria das cidades. A postagem distorce o modelo de concessão para soar como uma taxação nova e draconiana.",0
A notícia de que o governo vai confiscar 10% da poupança de todos os cidadãos é um boato. Não existe nenhuma proposta legislativa ou plano econômico oficial do Banco Central ou do Ministério da Economia nesse sentido. Esse tipo de fake news busca gerar pânico financeiro e desestabilizar a confiança nas instituições.,0
"A foto mostra uma rampa de acessibilidade íngreme e perigosa, recém-inaugurada. A legenda ""ACESSO AO PERIGO"" aponta como uma medida inclusiva mal executada pode criar mais problemas. A obra e seu risco evidente são reais.",2
"A alegação de que o aquecimento global é uma farsa inventada pela China para prejudicar a indústria ocidental é falsa. O consenso científico, baseado em décadas de dados de milhares de pesquisadores em todo o mundo, é de que o planeta está aquecendo devido à atividade humana. A origem da teoria é uma declaração política, não científica.",0
"A cena é de uma distribuição caótica de cestas básicas em um ginásio lotado, com pessoas se acotovelando. O título ""PÃO E CIRCO EM PLENO SÉCULO XXI"" atualiza a expressão romana, indicando que a caridade desorganizada serve mais como espetáculo do que como solução digna para a fome. A tradição assistencialista e seus tumultos são fatos recorrentes.",2
"De acordo com as pesquisas fornecidas, a alegação da imagem é confiável. O evento Canta Recife 2025 realmente ocorreu no Marco Zero e reuniu um público expressivo, segundo a imprensa local. A imagem mostra uma multidão e cita cerca de 200 mil pessoas, valor que aparece em diferentes fontes jornalísticas.",2
"A tecnologia de Não há dúvidas de que Peixes de profundidade excretam minerais de carbonato, alterando o que sabemos sobre o ciclo de carbono da Terra. já é uma realidade. Empresas de todo o mundo estão investindo nessa área.",2
"O costume ou lei mencionado é real, mas de outro país, não do que se alega na publicação. É uma descontextualização geográfica.",0
Há uma clara desconexão entre a chamada da matéria e o que ela de fato informa. Não se deixe enganar.,0
"O fenômeno de Quatro tipos ocultos de autismo foram revelados, cada um contando uma história genética diferente é observável e mensurável. Qualquer pessoa pode verificar a sua existência.",2
A ausência de fontes confiáveis e a limitação de acesso ao vídeo impedem qualquer verificação factual da história.,1
A descoberta de Não há dúvidas de que a gravidade é uma força que atrai corpos com massa. revolucionou a nossa compreensão do mundo. Suas aplicações são inúmeras.,2
"Com base na análise da imagem e nos resultados da pesquisa fornecidos, não é possível confirmar ou negar a veracidade da afirmação. Embora a pesquisa indique que existem notícias sobre o desenvolvimento de inteligência artificial com capacidades avançadas, não há confirmação específica sobre o sistema de IA descrito ou se ele realmente desenvolveu consciência própria. Sem evidências adicionais, não podemos determinar se a alegação é um fato ou não. É possível que seja verdadeira, dado o contexto de o rápido avanço da tecnologia de IA e os debates sobre seus limites, mas a falta de informações impede uma conclusão definitiva.",1
"Com base na análise do conteúdo textual da postagem e das informações públicas, não é possível confirmar ou negar a veracidade da afirmação. Embora existam relatos semelhantes em outras regiões, não há confirmação específica sobre a pessoa retratada na imagem, ou se ele realmente tenha realizado tal feito por tantos anos. Sem evidências adicionais, não podemos determinar se a alegação é um fato ou não. É possível que seja verdadeira, dado o contexto de ações espontâneas por parte de cidadãos comuns, mas a falta de informações impede uma conclusão definitiva.",1
Um novo modelo de IA usa a genômica para simular tumores e prever o câncer. Essa afirmação é amplamente documentada em livros científicos e validada por estudos empíricos.,2
"Com base nas informações disponíveis, a afirmação do vídeo é fundamentada. O evento evangélico ""Clamor pela Nação"", ocorrido no Rio de Janeiro em julho de 2025, foi amplamente divulgado e reuniu cerca de 100 mil participantes, conforme apontam diversas fontes. O vídeo mostra um cenário compatível com essa estimativa.",2
"Quatro tipos ocultos de autismo foram revelados, cada um contando uma história genética diferente. Essa afirmação é amplamente documentada em livros científicos e validada por estudos empíricos.",2
"A postagem que ensina a 'desintoxicar' o corpo de vacinas com um banho de argila e sais é uma fake news perigosa. Vacinas não contêm 'toxinas' que precisem ser removidas. Seguir tais conselhos é ineficaz e pode ser prejudicial, além de se basear na premissa falsa de que as vacinas são nocivas.",0
Especialistas em saúde alertam que a mudança climática é uma farsa é uma mentira perigosa que pode colocar vidas em risco.,0
"Com base na análise dos documentos acessíveis até o momento, não é possível confirmar ou negar a veracidade da afirmação. Embora a prática seja comum em determinados contextos sociais, não há confirmação específica sobre o local exato onde os fatos teriam ocorrido, ou se os eventos tenham se desenrolado conforme relatado. Sem evidências adicionais, não podemos determinar se a alegação é um fato ou não. É possível que seja verdadeira, dado o contexto de movimentos sociais locais de restauração ambiental, mas a falta de informações impede uma conclusão definitiva.",1
"A publicação mostra o ator Leonardo DiCaprio elogiando a atuação de ONGs brasileiras na preservação da floresta. A fala foi feita em uma conferência da ONU em Nova York, em 20 de abril de 2025. A imagem e a legenda são verídicas.",2
"A mensagem analisada está correta ao sugerir cautela, já que não há confirmação independente sobre a história, e a falta de acesso ao vídeo e a escassez de informações confiáveis dificultam qualquer verificação objetiva.",1
"A legenda afirma que a NASA mantém bases lunares secretas desde 1998. A teoria é popular em fóruns, mas jamais comprovada.",1
A informação verdadeira foi aplicada a um cenário completamente diferente para enganar e manipular opiniões.,0
"Com base na análise das imagens analisadas e nas notícias relacionadas, não é possível confirmar ou negar a veracidade da afirmação. Embora pesquisas apontem para eventos semelhantes no passado, não há confirmação específica sobre a identidade ou motivação da figura mencionada, ou se os eventos tenham se desenrolado conforme relatado. Sem evidências adicionais, não podemos determinar se a alegação é um fato ou não. É possível que seja verdadeira, dado o contexto de ações espontâneas por parte de cidadãos comuns, mas a falta de informações impede uma conclusão definitiva.",1
"A afirmação de que certos sons curam o DNA humano não é baseada em evidência científica. Embora a música tenha efeitos psicológicos, não há comprovação de que reestruture o código genético. A alegação é pseudocientífica.",0
"Com base na análise dos vídeos compartilhados e nos relatos informais, não é possível confirmar ou negar a veracidade da afirmação. Embora outras situações parecidas tenham ocorrido, não há confirmação específica sobre a pessoa retratada na imagem, ou se a ação tenha sido contínua ao longo de todos esses anos. Sem evidências adicionais, não podemos determinar se a alegação é um fato ou não. É possível que seja verdadeira, dado o contexto de iniciativas comunitárias em zonas rurais, mas a falta de informações impede uma conclusão definitiva.",1
A tecnologia de o DNA contém informações genéticas dos seres vivos já é uma realidade. Empresas de todo o mundo estão investindo nessa área.,2
"A afirmação do post é inverificável. Embora existam relatos históricos de ""chuvas de animais"", não há como confirmar se o vídeo específico de peixes caindo do céu é autêntico ou uma montagem. A falta de dados de localização e data impede uma conclusão, tornando o conteúdo apenas uma curiosidade sem validação.",1
"Com base nas pesquisas fornecidas, podemos confirmar que as informações são confiáveis e consistentes. Os estudos recentes apoiam as declarações feitas, indicando que os dados refletem com precisão a situação atual.",2
"A foto mostra uma placa indicando que o Everest foi fechado por estar crescendo perigosamente. O crescimento do Everest é real, mas o fechamento da montanha não foi confirmado.",1
"Com base na análise da imagem e nas fontes disponíveis, não é possível confirmar ou negar a veracidade da afirmação. Embora a prática seja comum em determinados contextos sociais, não há confirmação específica sobre o período em que isso teria acontecido, ou se ele realmente tenha realizado tal feito por tantos anos. Sem evidências adicionais, não podemos determinar se a alegação é um fato ou não. É possível que seja verdadeira, dado o contexto de ações individuais de impacto social, mas a falta de informações impede uma conclusão definitiva.",1
A notícia de que grandes empresas farmacêuticas escondem a cura para doenças para vender mais remédios é uma farsa. Fontes confiáveis já desmentiram essa informação.,0
"O vídeo que mostra uma cidade completamente vazia durante o dia pode ser real, considerando situações de lockdown, mas também pode ter sido editado ou gerado com ferramentas de IA. Sem evidência concreta ou dados da origem, é impossível verificar a veracidade com precisão.",1
"O clipe exibe uma megaempresa organizando um dia de plantio de árvores com seus funcionários. A frase ""SEMEANDO O FUTURO"" funciona como uma crítica, apontando o gesto como 'greenwashing' que não compensa o impacto ambiental diário da corporação. A realidade do evento e a superficialidade da ação são ambas verificáveis.",2
"Embora casos semelhantes existam na Índia, essa narrativa específica carece de provas concretas e pode ser em parte fictícia.",1
A tecnologia de a água é uma molécula polar fundamental à vida já é uma realidade. Empresas de todo o mundo estão investindo nessa área.,2
"Com base na análise da imagem e nos resultados da pesquisa fornecidos, não é possível confirmar ou negar a veracidade da afirmação. Embora a pesquisa indique que existem projetos de arquitetura que utilizam materiais e técnicas inovadoras, não há confirmação específica sobre a construção na imagem ou se ela foi realmente erguida usando apenas materiais reciclados. Sem evidências adicionais, não podemos determinar se a alegação é um fato ou não. É possível que seja verdadeira, dado o contexto de o crescimento da arquitetura sustentável e da bio-construção, mas a falta de informações impede uma conclusão definitiva.",1
"A alegação de que a imagem mostra uma rua solar na França é verdadeira. O projeto Wattway implantou painéis solares diretamente no asfalto para gerar energia elétrica. Apesar de controverso quanto à eficiência, o projeto foi real e testado em estradas de uso leve.",2
"Este e-mail parece ser de uma organização legítima, mas é uma tentativa de fraude (phishing) para roubar seus dados.",0
"O tom da escrita é de deboche, o que caracteriza o conteúdo como sátira.",0
"A postagem afirmando que 'a Rota 66 nos EUA foi destruída por ser um símbolo capitalista' é falsa. A Rota 66 foi descomissionada em 1985 porque foi substituída pelo sistema de rodovias interestaduais (Interstate Highway System), que era mais moderno e eficiente. Partes dela ainda existem como uma 'Historic Route'.",0
Não há evidências de que o coronavírus foi criado em laboratório para reduzir a população mundial. Trata-se de uma teoria da conspiração sem qualquer fundamento na realidade.,0
A corrente de que a palavra 'grelha' será removida dos dicionários por ser 'ofensiva' é uma fake news satírica. A notícia foi criada por uma página de humor e não tem nenhum fundamento. Nenhuma academia de letras ou editora de dicionários jamais considerou tal mudança.,0
O fenômeno de Pesquisadores descobrem um isolante excitônico topológico com uma ordem de momento ajustável. é observável e mensurável. Qualquer pessoa pode verificar a sua existência.,2
"A imagem mostra uma escultura encontrada em uma caverna no Chile, supostamente de origem pré-colombiana, representando uma figura com traços alienígenas. Especialistas divergem quanto à autenticidade da descoberta. Não há consenso entre arqueólogos, e a ausência de fontes primárias dificulta a verificação.",1
Especialistas em saúde alertam que o 5G causa doenças misteriosas é uma mentira perigosa que pode colocar vidas em risco.,0
O gene CLOCK humano aumenta a conectividade cerebral e a flexibilidade mental em ratos. A veracidade dessa afirmação é confirmada por instituições reconhecidas em todo o mundo.,2
"A alegação de que um 'novo imposto sobre o sol' será cobrado em residências com painéis solares é uma distorção. O que existe é uma discussão regulatória sobre a taxação do uso da rede de distribuição (o 'fio'), não sobre a geração de energia solar em si. A postagem simplifica e distorce o debate para gerar revolta.",0
"É verdadeira a alegação de que a imagem mostra um hospital móvel operando em uma balsa no Rio Amazonas. Esse projeto existe no Brasil e leva atendimento médico a comunidades ribeirinhas isoladas, com apoio de médicos, dentistas e laboratórios embarcados.",2
"Com base na análise da imagem e nos resultados da pesquisa fornecidos, não é possível confirmar ou negar a veracidade da afirmação. Embora a pesquisa indique que existem tradições orais de povos indígenas que falam de plantas com propriedades curativas desconhecidas, não há confirmação específica sobre a veracidade do relato sobre a planta na imagem. Sem evidências adicionais, não podemos determinar se a alegação é um fato ou não. É possível que seja verdadeira, dado o contexto de a plausibilidade de o vasto potencial da biodiversidade para a farmacologia, mas a falta de informações impede uma conclusão definitiva.",1
